homelon;homelat;homecontinent;n
-3.87;40.45;Europe;4
-3.87;40.47;Europe;9
-3.87;43.45;Europe;5
-3.86;50.25;NA;4
-3.85;43.45;Europe;4
-3.84;40.39;Europe;2
-3.84;51.23;Europe;3
-3.83;48.58;Europe;3
-3.83;51.02;Europe;2
-3.83;53.28;Europe;35
-3.83;53.32;NA;15
-3.82;43.46;Europe;3
-3.81;40.45;Europe;2
-3.81;43.46;Europe;728
-3.81;53.07;Europe;29
-3.8;40.29;Europe;21
-3.8;43.32;Europe;5
-3.8;43.46;Europe;17
-3.8;50.41;Europe;14
-3.8;50.86;Europe;2
-3.8;53.09;Europe;9
-3.8;53.14;Europe;4
-3.79;43.47;Europe;2
-3.78;50.28;Europe;843
-3.78;52.13;Europe;353
-3.78;56;Europe;2
-3.77;40.23;Europe;20
-3.77;40.31;Europe;2
-3.77;40.33;Europe;2
-3.77;43.42;Europe;2
-3.77;43.44;Europe;2
-3.75;40.46;Europe;2779
-3.75;50.52;Europe;12
-3.74;43.39;Europe;2
-3.74;43.45;Europe;14
-3.74;43.46;Europe;65
-3.73;40.3;Europe;2
-3.73;40.31;Europe;2
-3.73;40.63;Europe;3
-3.73;43.45;Europe;205
-3.73;53.29;Europe;40
-3.72;43.46;Europe;23
-3.71;40.42;Europe;13
-3.71;40.46;Europe;3
-3.71;51.48;NA;13
-3.7;40.4;Europe;13
-3.7;40.41;Europe;10
-3.7;40.42;Europe;1281
-3.7;40.43;Europe;11
-3.7;40.44;Europe;3
-3.7;40.45;Europe;7
-3.7;42.34;Europe;170
-3.69;40.24;Europe;3
-3.69;40.42;Europe;37
-3.69;40.43;Europe;13
-3.69;40.44;Europe;4
-3.69;40.45;Europe;8
-3.69;41.67;Europe;2
-3.69;43.45;Europe;72
-3.69;50.43;Europe;5
-3.69;51.53;Europe;4
-3.68;40.4;Europe;26
-3.68;40.41;Europe;3
-3.68;40.42;Europe;2
-3.68;40.43;Europe;3
-3.68;40.46;Europe;2
-3.67;40.42;Europe;2
-3.67;40.43;Europe;27
-3.67;40.46;Europe;40
-3.67;40.5;Europe;2
-3.66;40.49;Europe;2
-3.64;40.47;Europe;2
-3.64;40.53;Europe;7
-3.64;40.54;Europe;36
-3.63;40.56;Europe;2
-3.63;51.68;Europe;3
-3.62;40.39;Europe;2
-3.61;50.53;Europe;2
-3.61;55.07;Europe;6
-3.6;37.18;Europe;47
-3.6;37.2;Europe;81
-3.6;40.03;Europe;3
-3.6;51.21;Europe;2
-3.59;36.74;Europe;13
-3.59;40.49;Europe;4
-3.59;40.57;Europe;5
-3.59;50.35;Europe;2
-3.58;40.21;Europe;2
-3.58;40.47;Europe;5
-3.58;50.35;Europe;10
-3.58;51.5;Europe;21
-3.57;40.48;Europe;8
-3.56;40.43;Europe;2
-3.56;50.44;Europe;2
-3.56;57.05;Europe;2
-3.55;47.87;Europe;9
-3.55;51.04;Europe;2
-3.54;50.44;Europe;9
-3.54;50.72;Europe;2
-3.53;39.46;Europe;2
-3.53;50.46;Europe;11
-3.53;50.72;Europe;345
-3.52;36.75;Europe;2
-3.52;40.35;Europe;2
-3.52;43.44;Europe;2
-3.52;43.48;Europe;5
-3.5;43.26;Europe;15
-3.5;50.55;Europe;7
-3.5;50.56;Europe;12
-3.49;47.8;Europe;8
-3.49;50.9;Europe;2
-3.49;51.41;Europe;2
-3.47;50.92;Europe;2
-3.46;43.44;Europe;10
-3.46;48.73;Europe;27
-3.46;51.62;Europe;3
-3.45;48.73;Europe;2
-3.44;48.82;Europe;13
-3.44;55.38;Europe;2906
-3.43;43.41;Europe;17
-3.43;47.74;Europe;8
-3.43;51.65;Europe;2
-3.42;39.24;Europe;2
-3.41;50.62;NA;17
-3.39;36.71;NA;2
-3.38;51.69;Europe;38
-3.37;47.75;Europe;103
-3.36;40.48;Europe;2
-3.35;47.76;Europe;3
-3.34;51.6;Europe;2
-3.33;42.55;Europe;8
-3.33;48.51;Europe;4
-3.31;53.11;Europe;2
-3.3;40.43;Europe;4
-3.28;43.1;Europe;3
-3.28;47.8;Europe;2
-3.28;51.4;Europe;3
-3.28;57.72;NA;2
-3.27;51.39;NA;4
-3.27;51.55;Europe;2
-3.26;50.76;Europe;4
-3.24;38.94;Europe;2
-3.22;43.37;Europe;5
-3.22;43.38;Europe;2
-3.22;51.41;NA;4
-3.22;51.58;Europe;2
-3.19;47.32;NA;4
-3.19;50.8;Europe;2
-3.19;55.95;Europe;58
-3.18;51.48;Europe;123
-3.18;51.49;Europe;2
-3.18;53.37;NA;2
-3.17;55.96;Europe;4
-3.16;40.63;Europe;3
-3.16;55.97;NA;2
-3.14;53.17;Europe;2
-3.14;55.93;Europe;2
-3.13;47.52;NA;6
-3.13;47.55;NA;3
-3.12;47.48;NA;61
-3.11;43.32;Europe;2
-3.11;47.6;NA;3
-3.1;39.28;Europe;4
-3.1;47.48;NA;8
-3.08;47.58;NA;12
-3.07;38.12;Europe;2
-3.07;53.37;Europe;13
-3.07;53.56;NA;4
-3.06;52.86;Europe;2
-3.05;51.7;Europe;4
-3.04;53.6;Europe;7
-3.04;53.82;Europe;2
-3.03;43.29;Europe;3
-3.03;43.33;Europe;3
-3.03;47.58;NA;11
-3.03;53.19;Europe;3
-3.02;39.16;Europe;2
-3.02;43.32;Europe;3
-3.02;51.82;Europe;2
-3.02;51.83;Europe;2
-3.02;53.76;NA;5
-3.02;53.87;Europe;3
-3.02;57.66;Europe;4
-3.01;43.34;Europe;38
-3.01;43.35;Europe;28
-3.01;53.65;NA;8
-3;16.77;Africa;2
-3;43.29;Europe;3
-3;43.35;Europe;3
-3;47.59;NA;4
-3;48.85;NA;2
-3;51.13;Europe;2
-3;51.25;Europe;6
-3;51.58;Europe;3
-2.99;43.3;Europe;6
-2.99;43.33;Europe;8
-2.99;51.24;Europe;2
-2.99;53.04;Europe;8
-2.99;53.4;NA;3
-2.99;53.41;NA;46
-2.99;53.84;Europe;4
-2.98;43.29;Europe;2
-2.98;43.38;Europe;148
-2.98;47.67;Europe;2
-2.98;51.22;Europe;2
-2.98;51.35;NA;11
-2.97;43.4;Europe;2
-2.97;56.46;Europe;8
-2.96;43.14;Europe;2
-2.96;43.41;Europe;2
-2.96;47.68;Europe;13
-2.96;58.98;Europe;8
-2.95;43.4;Europe;54
-2.94;35.29;Africa;4
-2.94;43.27;Europe;4
-2.94;43.42;Europe;3
-2.94;50.73;Europe;3
-2.93;43.26;Europe;235
-2.93;43.41;Europe;4
-2.93;48.2;Europe;392
-2.93;50.73;Europe;2
-2.93;51.11;Europe;17
-2.93;53.04;Europe;2
-2.92;53.39;Europe;4
-2.9;47.89;Europe;14
-2.89;36.73;NA;2
-2.89;53.19;Europe;8
-2.88;43.25;Europe;4
-2.86;54.07;NA;7
-2.85;42.58;Europe;7
-2.85;43.35;Europe;9
-2.84;48.63;Europe;6
-2.83;43.23;Europe;2
-2.83;48.62;Europe;2
-2.82;53.9;Europe;5
-2.81;36.77;Europe;15
-2.81;43.43;Europe;79
-2.8;54.05;Europe;14
-2.8;54.58;Europe;10
-2.8;56.34;Europe;4
-2.79;36.71;NA;26
-2.79;56.34;Europe;2
-2.78;53.55;Europe;6
-2.77;48.51;Europe;14
-2.77;53.39;Europe;3
-2.76;47.66;Europe;29
-2.76;48.51;Europe;4
-2.76;51.43;Europe;3
-2.76;52.71;Europe;2
-2.74;47.62;Europe;2
-2.74;52.71;Europe;11
-2.74;53.46;Europe;9
-2.73;43.42;Europe;146
-2.72;37.44;Europe;2
-2.72;52.06;Europe;3
-2.7;43.22;Europe;39
-2.7;43.41;Europe;111
-2.7;53.68;Europe;5
-2.7;53.76;Europe;29
-2.7;53.77;Europe;26
-2.68;42.86;Europe;36
-2.68;43.31;Europe;34
-2.67;51.19;Europe;3
-2.65;52.08;Europe;5
-2.64;36.8;Europe;3
-2.64;51.21;Europe;13
-2.63;53.55;Europe;2
-2.63;56.26;NA;17
-2.62;36.76;NA;2
-2.62;42.99;Europe;118
-2.61;53.23;Europe;26
-2.6;43.12;Europe;17
-2.6;53.39;Europe;9
-2.59;49.47;Europe;13
-2.59;51.45;Europe;160
-2.59;51.48;Europe;3
-2.54;42.29;Europe;5
-2.53;51.22;Europe;8
-2.53;51.73;Europe;2
-2.52;53.07;Europe;3
-2.49;41;Europe;2
-2.49;43.06;Europe;3
-2.49;53.52;Europe;8
-2.49;53.75;Europe;2
-2.48;41.77;Europe;5
-2.48;51.33;Europe;6
-2.47;43.18;Europe;5
-2.47;51.53;Europe;4
-2.47;53.7;Europe;2
-2.46;36.83;Europe;22
-2.46;47.4;Europe;2
-2.46;50.61;Europe;9
-2.45;47.32;Europe;6
-2.45;52.68;Europe;3
-2.44;42.46;Europe;13
-2.44;53.1;Europe;2
-2.44;53.61;Europe;2
-2.43;50.55;NA;2
-2.43;53.58;Europe;204
-2.42;37.59;Europe;13
-2.42;43.13;Europe;2
-2.41;43.22;Europe;4
-2.39;47.29;Europe;4
-2.38;43.31;Europe;5
-2.36;43.25;Europe;5
-2.36;47.3;Europe;2
-2.36;51.38;Europe;45
-2.35;43.3;Europe;8
-2.35;46.71;NA;5
-2.35;51.41;Europe;3
-2.34;50.75;Europe;106
-2.32;51.77;Europe;3
-2.32;52.14;Europe;3
-2.32;53.8;Europe;2
-2.3;53.87;Europe;2
-2.29;53.36;Europe;11
-2.29;53.46;Europe;5
-2.29;53.49;Europe;6
-2.28;47.29;Europe;4
-2.27;52.25;Europe;4
-2.27;53.36;Europe;6
-2.26;43.3;Europe;10
-2.25;47;NA;2
-2.25;51.35;Europe;3
-2.25;52.39;Europe;14
-2.25;52.86;Europe;2
-2.24;43.25;Europe;5
-2.24;51.86;Europe;21
-2.24;53.48;Europe;146
-2.23;53.33;Europe;9
-2.22;43.08;Europe;38
-2.22;51.75;Europe;3
-2.22;52.19;Europe;3
-2.21;47.27;NA;11
-2.21;50.78;Europe;4
-2.21;51.32;Europe;3
-2.21;56.96;Europe;2
-2.2;43.31;Europe;2
-2.2;51;Europe;10
-2.2;53.55;Europe;3
-2.19;51.43;Europe;2
-2.18;43.28;Europe;22
-2.18;53;Europe;12
-2.17;36.75;NA;3
-2.17;43.28;Europe;168
-2.17;47.25;NA;7
-2.17;52.5;Europe;2
-2.16;53.41;Europe;3
-2.16;53.46;Europe;2
-2.16;54.2;Europe;10
-2.15;52.46;Europe;2
-2.15;52.9;Europe;2
-2.13;49.21;Europe;77
-2.13;52.59;Europe;4
-2.12;46.88;NA;8
-2.12;52.81;Europe;20
-2.12;53.26;Europe;5
-2.11;43.29;Europe;2
-2.11;50.69;Europe;4
-2.11;53.54;Europe;2
-2.1;42.23;Europe;3
-2.09;57.15;Europe;16
-2.08;51.9;Europe;14
-2.08;52.51;Europe;5
-2.08;55.21;Europe;9
-2.07;53.72;Europe;4
-2.06;46.79;NA;13
-2.06;48.63;NA;3
-2.06;51.91;Europe;2
-2.06;52.88;Europe;19
-2.03;48.65;NA;15
-2.03;50.62;Europe;4
-2.03;52.57;Europe;8
-2.02;52.7;Europe;2
-2.02;53.96;Europe;5
-2.01;43.26;Europe;11
-2.01;53.74;Europe;2
-2;43.3;Europe;3
-1.99;43.32;Europe;2
-1.99;50.72;NA;87
-1.99;51.35;Europe;17
-1.99;53.56;Europe;2
-1.98;43.32;Europe;242
-1.98;43.33;Europe;16
-1.98;50.8;Europe;3
-1.97;43.31;Europe;26
-1.97;43.32;Europe;3
-1.96;43.3;Europe;6
-1.96;50.61;NA;2
-1.95;43.28;Europe;3
-1.95;43.32;Europe;4
-1.95;46.72;Europe;9
-1.94;46.7;NA;3
-1.93;37;Europe;2
-1.93;43.33;Europe;2
-1.92;50.71;NA;4
-1.91;53.26;Europe;3
-1.9;52.48;Europe;2
-1.89;43.31;Europe;6
-1.89;52.49;Europe;33
-1.88;50.72;Europe;136
-1.88;54.73;Europe;2
-1.86;4.91;Africa;2
-1.86;48.67;Europe;13
-1.86;52.03;Europe;2
-1.85;50.72;Europe;4
-1.84;43.32;Europe;4
-1.83;50.78;Europe;2
-1.83;52.48;Europe;19
-1.83;52.68;Europe;5
-1.83;54.85;Europe;2
-1.82;47.28;Europe;8
-1.8;43.37;Europe;6
-1.8;46.49;NA;7
-1.8;48.1;Europe;3
-1.79;43.34;Europe;9
-1.79;47.02;Europe;9
-1.79;51.07;Europe;3
-1.79;51.52;Europe;2
-1.79;53.65;Europe;13
-1.78;4.9;Africa;5
-1.78;50.74;Europe;12
-1.78;51.56;Europe;6
-1.78;53.8;Europe;2
-1.78;54.98;Europe;21
-1.77;43.36;Europe;22
-1.77;46.54;Europe;7
-1.76;53.8;Europe;3
-1.76;53.81;Europe;4
-1.75;46.52;Europe;2
-1.74;46.5;Europe;7
-1.71;46.47;NA;2
-1.71;52.19;Europe;6
-1.7;43.36;Europe;21
-1.7;52.63;Europe;2
-1.7;53.58;Europe;12
-1.7;54.7;Europe;3
-1.69;48.13;Europe;2
-1.69;55.4;Europe;2
-1.68;42.7;Europe;7
-1.68;43.28;Europe;8
-1.68;48.12;Europe;116
-1.67;42.82;Europe;100
-1.67;47.2;Europe;2
-1.66;43.39;Europe;38
-1.65;42.81;Europe;36
-1.63;50.88;Europe;8
-1.63;54.38;Europe;2
-1.63;55.56;NA;5
-1.62;6.71;Africa;4
-1.62;43.35;Europe;33
-1.62;49.63;Europe;5
-1.62;54.98;Europe;88
-1.61;43.42;Europe;29
-1.61;54.75;Europe;2
-1.61;55.34;Europe;5
-1.6;48.84;NA;3
-1.6;54.95;Europe;3
-1.6;54.97;Europe;2
-1.59;43.44;Europe;9
-1.59;47.25;Europe;4
-1.59;51.76;Europe;3
-1.59;54.7;Europe;2
-1.59;55.33;Europe;3
-1.58;37.41;NA;3
-1.58;47.22;Europe;3
-1.58;52.28;Europe;2
-1.58;54.78;Europe;14
-1.57;54.86;Europe;8
-1.56;43.48;Europe;599
-1.56;43.49;Europe;4
-1.56;47.22;Europe;2
-1.56;47.25;Europe;6
-1.56;53.1;Europe;31
-1.56;53.8;Europe;15
-1.56;54.52;Europe;2
-1.55;43.49;Europe;2
-1.55;47.2;Europe;3
-1.55;47.22;Europe;209
-1.55;48.04;Europe;13
-1.55;53.14;Europe;4
-1.55;53.8;Europe;42
-1.54;50.76;Europe;3
-1.54;53.83;Europe;2
-1.54;53.99;Europe;18
-1.53;43.47;Europe;39
-1.53;47.21;Europe;2
-1.53;47.24;Europe;2
-1.53;48.23;Europe;3
-1.52;52.29;Europe;17
-1.52;52.41;Europe;4
-1.52;54.97;Europe;6
-1.51;37.76;Europe;6
-1.51;42;Europe;3
-1.51;43.48;Europe;226
-1.51;53.68;Europe;2
-1.51;55.13;Europe;2
-1.5;37.77;Europe;11
-1.5;50.99;Europe;2
-1.49;46.25;NA;2
-1.49;47.3;Europe;3
-1.49;51.21;Europe;5
-1.49;51.79;Europe;2
-1.48;43.48;Europe;18
-1.48;55.02;Europe;2
-1.47;43.49;Europe;68
-1.47;52.27;Europe;2
-1.47;52.92;Europe;11
-1.47;53.38;Europe;39
-1.47;54.01;Europe;10
-1.46;53.38;Europe;2
-1.45;46.66;Europe;38
-1.45;55.05;Europe;3
-1.44;43.37;Europe;5
-1.44;43.51;Europe;17
-1.44;43.66;Europe;15
-1.44;46.34;NA;19
-1.44;46.66;Europe;2
-1.44;55.03;Europe;9
-1.43;43.6;Europe;2
-1.43;43.66;Europe;3
-1.43;46.67;Europe;12
-1.43;51.59;Europe;6
-1.43;55;Europe;2
-1.43;55.02;Europe;8
-1.42;43.64;Europe;16
-1.42;52.76;Europe;7
-1.42;53.24;Europe;2
-1.41;43.65;Europe;6
-1.41;43.78;Europe;2
-1.4;43.66;Europe;139
-1.4;43.79;Europe;9
-1.4;50.91;Europe;24
-1.4;52.63;Europe;3
-1.39;46.19;NA;36
-1.39;50.9;Europe;2
-1.38;43.69;Europe;57
-1.38;43.81;Europe;8
-1.38;52.55;Europe;4
-1.38;54.91;Europe;56
-1.37;38.14;Europe;5
-1.37;47.72;Europe;3
-1.37;50.97;Europe;588
-1.37;54.96;NA;2
-1.36;43.85;Europe;35
-1.36;53.43;Europe;7
-1.35;43.49;Europe;2
-1.35;43.56;Europe;30
-1.35;51.85;Europe;2
-1.35;53.72;Europe;12
-1.35;54.51;Europe;2
-1.34;54.23;Europe;5
-1.33;51.73;Europe;4
-1.33;52.83;Europe;14
-1.33;53.47;Europe;4
-1.33;54.57;Europe;2
-1.32;46.33;Europe;2
-1.32;52.32;Europe;3
-1.31;51.06;Europe;32
-1.31;53.02;Europe;2
-1.31;54.52;Europe;4
-1.3;43.55;Europe;3
-1.3;50.69;Europe;95
-1.3;53.34;Europe;2
-1.29;43.24;Europe;107
-1.29;51.67;Europe;3
-1.29;52.35;Europe;2
-1.29;53.36;Europe;2
-1.28;40.11;Europe;5
-1.28;47.09;Europe;3
-1.28;53.01;Europe;2
-1.27;45.95;Europe;5
-1.27;52.37;Europe;4
-1.26;51.75;Europe;37
-1.25;44.65;NA;5
-1.25;51.76;Europe;9
-1.23;44.2;Europe;26
-1.23;54.57;Europe;10
-1.21;44.89;Europe;2
-1.21;52.77;Europe;13
-1.2;48.35;Europe;2
-1.19;45;Europe;7
-1.19;50.85;Europe;7
-1.19;51.47;Europe;4
-1.18;44.65;NA;48
-1.18;50.63;Europe;2
-1.17;44.66;NA;4
-1.17;46.45;Europe;4
-1.17;52.36;Europe;980
-1.16;44.39;Europe;2
-1.16;46.14;NA;2
-1.16;46.15;NA;3
-1.16;52.26;Europe;2
-1.16;52.95;Europe;94
-1.15;43.69;Europe;53
-1.15;44.63;Europe;10
-1.15;44.8;Europe;4
-1.15;46.15;NA;2
-1.15;46.16;NA;57
-1.15;50.66;Europe;3
-1.14;37.94;Europe;2
-1.14;51.43;Europe;2
-1.14;52.64;Europe;24
-1.14;53.51;Europe;2
-1.13;37.99;Europe;37
-1.13;51.34;Europe;4
-1.13;53.52;Europe;3
-1.12;50.79;NA;4
-1.12;53.7;Europe;2
-1.11;40.35;Europe;2
-1.11;45.82;NA;9
-1.11;52.81;Europe;2
-1.09;45.99;Europe;15
-1.09;50.78;NA;6
-1.09;50.82;NA;12
-1.09;51.27;Europe;36
-1.09;53.96;Europe;17
-1.08;44.98;Europe;48
-1.08;50.69;Europe;11
-1.07;50.84;Europe;3
-1.06;44.98;Europe;9
-1.06;45.36;Europe;10
-1.06;53.95;Europe;2
-1.05;43.71;Europe;2
-1.03;41.72;Europe;2
-1.02;7.95;Africa;13
-1.02;51.32;Europe;3
-1;37.63;Europe;11
-1;50.85;Europe;10
-0.99;52.14;Europe;2
-0.99;53.1;Europe;41
-0.98;37.61;Europe;2
-0.98;50.79;NA;22
-0.98;51.45;Europe;17
-0.98;54.58;Europe;60
-0.96;45.94;Europe;6
-0.95;37.74;Europe;2
-0.94;48.3;Europe;2
-0.94;51.44;Europe;2
-0.93;45.67;Europe;4
-0.93;45.99;Europe;2
-0.92;37.78;Europe;2
-0.91;41.6;Europe;5
-0.9;51.54;Europe;3
-0.9;52.24;Europe;8
-0.89;41.65;Europe;87
-0.88;52.27;Europe;5
-0.87;44.56;Europe;4
-0.87;48.54;Europe;2
-0.87;50.77;NA;3
-0.85;37.74;Europe;8
-0.85;37.75;Europe;7
-0.85;44.66;Europe;7
-0.84;37.81;Europe;2
-0.83;51.34;Europe;2
-0.82;43.1;Europe;3
-0.82;50.73;NA;9
-0.81;51.81;Europe;5
-0.81;51.82;Europe;2
-0.81;53.07;Europe;6
-0.8;51.21;Europe;2
-0.77;45.75;Europe;3
-0.77;50.84;Europe;52
-0.77;51.25;Europe;2
-0.76;52.04;Europe;11
-0.75;39.48;Europe;47
-0.75;43.33;Europe;10
-0.75;43.94;Europe;160
-0.75;51.29;Europe;3
-0.75;51.63;Europe;5
-0.74;50.99;Europe;2
-0.74;51.34;Europe;9
-0.74;51.76;Europe;2
-0.73;51.27;Europe;2
-0.72;37.63;NA;2
-0.72;39.47;Europe;3
-0.72;52.59;Europe;2
-0.71;38.27;Europe;20
-0.71;51.09;Europe;4
-0.71;52.27;Europe;2
-0.7;49.28;Europe;9
-0.7;50.97;Europe;2
-0.69;52.3;Europe;3
-0.68;37.98;NA;15
-0.68;44.74;Europe;4
-0.68;52.49;Europe;3
-0.67;38.07;Europe;11
-0.67;50.78;Europe;18
-0.65;51.4;Europe;2
-0.64;51.6;Europe;3
-0.64;52.67;Europe;5
-0.63;35.7;Africa;4
-0.63;44.81;Europe;6
-0.63;45.74;Europe;2
-0.62;44.77;Europe;3
-0.61;51.19;Europe;3
-0.61;51.71;Europe;6
-0.61;54.49;NA;10
-0.6;39.63;Europe;3
-0.6;44.95;Europe;2
-0.6;51.51;Europe;2
-0.6;52.04;Europe;8
-0.6;52.29;Europe;2
-0.58;44.84;Europe;833
-0.57;44.81;Europe;2
-0.57;44.86;Europe;5
-0.57;44.88;Europe;4
-0.57;51.24;Europe;16
-0.57;53.73;Europe;2
-0.56;38.19;NA;2
-0.56;38.2;NA;37
-0.56;38.29;Europe;10
-0.56;47.46;Europe;2
-0.56;47.48;Europe;27
-0.56;51.31;Europe;14
-0.56;51.32;Europe;7
-0.55;44.88;Europe;3
-0.54;38.41;Europe;2
-0.54;50.81;Europe;2
-0.53;52.06;Europe;6
-0.52;38.4;Europe;6
-0.52;44.88;Europe;4
-0.52;48.88;Europe;3
-0.52;51.89;Europe;3
-0.51;38.55;Europe;3
-0.5;43.89;Europe;39
-0.49;38.35;Europe;74
-0.49;39.46;Europe;8
-0.49;44.43;Europe;3
-0.48;38.37;Europe;2
-0.48;38.7;Europe;2
-0.48;39.27;Europe;2
-0.48;39.84;Europe;2
-0.48;52.65;Europe;2
-0.47;46.31;Europe;4
-0.47;51.75;Europe;2
-0.46;46.32;Europe;4
-0.46;50.93;Europe;42
-0.46;51.37;Europe;6
-0.45;44.85;Europe;18
-0.45;51.54;Europe;2
-0.44;53.84;Europe;6
-0.43;45.45;Europe;5
-0.43;49.12;Europe;2
-0.43;53.84;Europe;20
-0.42;39.48;Europe;2
-0.42;44.76;Europe;4
-0.42;51.88;Europe;6
-0.41;39.29;Europe;3
-0.41;39.51;Europe;2
-0.41;42.13;Europe;4
-0.41;43.32;Europe;2
-0.41;53.74;Europe;2
-0.4;38.43;Europe;6
-0.4;46.59;Europe;4
-0.4;53.16;Europe;10
-0.4;54.28;Europe;47
-0.38;39.47;Europe;156
-0.37;43.3;Europe;35
-0.37;49.18;Europe;27
-0.37;50.82;Europe;13
-0.37;54.24;Europe;38
-0.36;39.49;Europe;3
-0.36;42.52;Europe;2
-0.36;49.2;Europe;2
-0.36;51.75;Europe;2
-0.35;39.5;Europe;11
-0.35;51.58;Europe;2
-0.34;39.46;Europe;2
-0.34;39.5;Europe;2
-0.34;51.53;Europe;3
-0.34;51.75;Europe;4
-0.34;53.75;Europe;15
-0.33;39.49;NA;3
-0.33;47.76;Europe;6
-0.33;51.06;Europe;4
-0.33;51.43;Europe;8
-0.32;39.48;NA;51
-0.32;39.51;NA;3
-0.31;45.9;Europe;3
-0.31;51.25;Europe;2
-0.31;53.76;Europe;2
-0.3;44.7;Europe;123
-0.3;51.41;Europe;13
-0.3;54.21;Europe;5
-0.29;54.21;Europe;9
-0.28;44.5;Europe;6
-0.28;51.95;Europe;2
-0.27;39.61;Europe;3
-0.27;50.83;Europe;3
-0.26;38.5;Europe;2
-0.26;39.97;Europe;4
-0.26;51.49;Europe;2
-0.25;39.16;Europe;2
-0.24;50.84;Europe;2
-0.24;51.49;Europe;2
-0.24;51.81;Europe;20
-0.24;52.57;Europe;8
-0.23;51.49;Europe;2
-0.23;51.53;Europe;2
-0.22;5.57;Africa;2
-0.22;51.76;Europe;5
-0.21;49.29;Europe;10
-0.21;51.49;Europe;2
-0.21;51.5;Europe;6
-0.21;51.51;Europe;2
-0.21;51.52;Europe;8
-0.2;49.28;Europe;2
-0.2;51.4;Europe;4
-0.2;51.5;Europe;3
-0.2;54.09;Europe;48
-0.19;5.6;Africa;23
-0.19;48.89;Europe;9
-0.19;51.11;Europe;2
-0.19;51.49;Europe;3
-0.19;51.5;Europe;2
-0.19;51.54;Europe;3
-0.18;38.97;Europe;11
-0.17;50.83;Europe;9
-0.17;51.24;Europe;2
-0.17;51.49;Europe;8
-0.17;51.59;Europe;2
-0.16;44.89;Europe;2
-0.16;51.49;Europe;2
-0.16;51.5;Europe;10
-0.16;51.52;Europe;2
-0.16;52.95;Europe;8
-0.15;50.82;Europe;4
-0.15;51.5;Europe;5
-0.15;51.52;Europe;10
-0.14;46.82;Europe;2
-0.14;50.82;Europe;317
-0.14;51.51;Europe;13
-0.14;51.54;Europe;31
-0.14;51.55;Europe;2
-0.13;51.49;Europe;2
-0.13;51.51;Europe;1941
-0.13;51.52;Europe;16
-0.12;38.54;NA;8
-0.12;38.92;Europe;3
-0.12;51.42;Europe;2
-0.12;51.43;Europe;6
-0.12;51.46;Europe;4
-0.12;51.48;Europe;2
-0.12;51.49;Europe;4
-0.12;51.51;Europe;39
-0.12;51.52;Europe;9
-0.12;51.53;Europe;4
-0.12;51.58;Europe;3
-0.11;42.89;Europe;2
-0.11;51.32;Europe;23
-0.11;51.51;Europe;3
-0.11;51.53;Europe;2
-0.11;51.59;Europe;2
-0.1;38.58;Europe;2
-0.1;51.38;Europe;7
-0.1;51.43;Europe;6
-0.09;51.43;Europe;2
-0.09;51.47;Europe;6
-0.09;51.5;Europe;5
-0.09;51.51;Europe;14
-0.09;51.52;Europe;3
-0.09;51.53;Europe;4
-0.08;39.89;Europe;11
-0.08;51.5;Europe;3
-0.08;51.51;Europe;3
-0.08;51.52;Europe;6
-0.08;51.53;Europe;12
-0.08;51.65;Europe;4
-0.08;53.57;Europe;17
-0.07;51.48;Europe;3
-0.07;51.52;Europe;3
-0.07;51.53;Europe;4
-0.07;51.56;Europe;2
-0.06;51.49;Europe;2
-0.06;51.53;Europe;2
-0.06;51.55;Europe;3
-0.06;51.61;Europe;3
-0.05;38.6;Europe;5
-0.05;39.99;Europe;310
-0.05;51.5;Europe;2
-0.05;52.09;Europe;2
-0.05;52.69;Europe;2
-0.03;51.47;Europe;12
-0.03;53.56;NA;3
-0.02;51.55;Europe;2
-0.01;51.48;Europe;6
0;-17.27;NA;2
0;29.63;Africa;1192
0.02;38.85;Europe;3
0.03;51.58;Europe;4
0.03;51.6;Europe;3
0.04;43.24;Europe;2
0.05;38.64;Europe;3
0.05;51.64;Europe;2
0.06;40.06;Europe;3
0.07;51.65;Europe;5
0.08;43.23;Europe;2
0.08;49.51;NA;2
0.08;51.47;Europe;3
0.09;51.37;Europe;8
0.09;52.15;Europe;2
0.1;47.95;Europe;4
0.1;50.97;Europe;5
0.1;51.43;Europe;2
0.11;38.84;Europe;52
0.11;38.85;NA;6
0.11;49.49;NA;14
0.11;52.2;Europe;2
0.12;52.21;Europe;49
0.14;40.11;Europe;2
0.14;52.19;Europe;2
0.15;51.49;Europe;3
0.15;51.87;Europe;2
0.17;38.79;Europe;10
0.17;48.88;Europe;24
0.2;48.01;Europe;17
0.24;44.74;Europe;5
0.24;52.02;Europe;48
0.26;50.86;Europe;2
0.26;51.13;Europe;2
0.28;40.64;Europe;3
0.29;50.77;NA;22
0.34;46.58;Europe;60
0.34;51.06;Europe;4
0.37;40.36;Europe;7
0.38;46.67;Europe;2
0.41;52.24;Europe;2
0.42;40.41;Europe;5
0.45;43.64;Europe;2
0.47;51.73;Europe;5
0.47;51.77;Europe;2
0.48;46.67;Europe;4
0.48;50.92;Europe;3
0.49;46.48;Europe;4
0.49;51.58;Europe;3
0.49;52.94;NA;11
0.52;40.81;Europe;3
0.52;51.28;Europe;40
0.55;51.57;Europe;2
0.57;50.85;NA;12
0.59;40.62;Europe;13
0.6;51.56;Europe;3
0.62;41.62;Europe;20
